측정시간,로트번호,설비번호,공정명,온도_섭씨,압력_Pa,두께_nm,진동_mm_s,처리시간_sec,합격여부
2024-04-09 05:00,LOT-0088,EQ-03,세정,299.8,1031.9,99.8,0.593,117.2,1
2024-04-09 12:00,LOT-0581,EQ-02,세정,297.3,1011.1,98.29,0.658,124.8,1
2024-04-09 21:00,LOT-0109,EQ-04,증착,306.3,999.0,106.16,0.529,124.2,1
2024-04-10 15:00,LOT-0331,EQ-02,세정,312.9,1011.5,108.08,0.717,118.5,1
2024-04-11 10:00,LOT-0249,EQ-03,식각,307.3,1009.2,105.51,0.504,120.1,1
2024-04-12 00:00,LOT-0376,EQ-01,세정,302.0,1003.0,100.16,0.532,126.3,1
2024-04-12 11:00,LOT-0518,EQ-02,산화,305.0,1018.9,104.03,0.658,121.9,1
2024-04-12 14:00,LOT-0464,EQ-01,포토,301.5,1008.6,101.19,0.421,127.0,1
2024-04-12 20:00,LOT-0375,EQ-01,세정,304.1,1014.6,104.31,0.554,118.7,1
2024-04-13 05:00,LOT-0021,EQ-04,식각,311.8,1012.9,106.66,0.565,115.9,1
2024-04-13 17:00,LOT-0165,EQ-01,세정,308.4,1012.8,102.03,0.443,118.4,-1
2024-04-13 22:00,LOT-0011,EQ-04,식각,302.7,1005.3,102.88,0.471,116.6,1
2024-04-14 08:00,LOT-0523,EQ-02,증착,304.1,1004.4,102.26,0.542,120.9,1
2024-04-14 12:00,LOT-0335,EQ-02,포토,311.6,991.4,107.74,0.712,117.1,-1
2024-04-14 16:00,LOT-0184,EQ-01,식각,308.2,1017.6,104.71,0.478,125.0,1
2024-04-14 19:00,LOT-0544,EQ-01,세정,302.9,1019.1,103.2,0.505,117.7,1
2024-04-15 01:00,LOT-0415,EQ-03,산화,304.7,1010.2,103.17,0.505,112.7,1
2024-04-16 03:00,LOT-0207,EQ-01,식각,302.1,1014.3,102.45,0.482,122.4,1
2024-04-16 20:00,LOT-0277,EQ-04,증착,304.8,1006.3,103.49,0.509,119.4,1
2024-04-17 01:00,LOT-0122,EQ-01,식각,306.9,1015.0,106.6,0.491,108.7,1
2024-04-17 03:00,LOT-0588,EQ-04,포토,304.2,1008.2,106.97,0.492,114.0,-1
2024-04-17 06:00,LOT-0225,EQ-01,세정,304.6,1003.0,104.35,0.482,117.7,1
2024-04-17 16:00,LOT-0348,EQ-04,세정,307.0,1006.2,106.54,0.624,122.0,-1
2024-04-17 20:00,LOT-0380,EQ-02,세정,313.7,1010.6,104.82,0.701,128.4,1
2024-04-18 01:00,LOT-0513,EQ-03,산화,302.0,1011.0,103.12,0.432,121.5,1
2024-04-18 11:00,LOT-0587,EQ-02,포토,306.2,1031.4,102.52,0.59,123.9,1
2024-04-18 14:00,LOT-0175,EQ-02,증착,302.8,994.8,101.45,0.594,131.5,1
2024-04-18 20:00,LOT-0422,EQ-01,포토,308.1,1017.3,104.92,0.539,124.9,1
2024-04-19 10:00,LOT-0100,EQ-03,산화,302.3,1015.5,101.95,0.476,117.7,1
2024-04-19 23:00,LOT-0487,EQ-04,세정,303.6,998.0,99.89,0.469,118.0,1
2024-04-20 00:00,LOT-0294,EQ-03,증착,301.5,1011.7,99.01,0.525,115.5,1
2024-04-20 09:00,LOT-0546,EQ-01,산화,308.3,1031.3,105.77,0.508,115.5,1
2024-04-20 14:00,LOT-0393,EQ-01,포토,308.4,1005.1,105.3,0.476,115.3,1
2024-04-21 17:00,LOT-0059,EQ-03,증착,305.7,1005.5,105.5,0.558,119.0,1
2024-04-22 10:00,LOT-0435,EQ-04,포토,306.3,1003.8,105.23,0.539,110.6,1
2024-04-22 16:00,LOT-0109,EQ-03,산화,308.8,1015.8,106.09,0.546,112.4,1
2024-04-22 20:00,LOT-0472,EQ-01,포토,305.6,1012.0,103.16,0.491,115.8,1
2024-04-23 09:00,LOT-0088,EQ-03,증착,301.9,1019.7,103.41,0.524,120.1,1
2024-04-23 11:00,LOT-0588,EQ-02,세정,299.3,1023.3,100.82,0.597,113.9,1
2024-04-23 17:00,LOT-0069,EQ-04,포토,303.8,1005.1,103.44,0.489,116.1,1
2024-04-24 06:00,LOT-0295,EQ-03,포토,298.6,1011.6,95.71,0.533,116.6,-1
2024-04-24 21:00,LOT-0308,EQ-04,식각,304.3,1007.6,100.87,0.5,116.2,1
2024-04-24 22:00,LOT-0347,EQ-01,증착,304.1,1018.3,103.86,0.47,131.0,1
2024-04-25 03:00,LOT-0015,EQ-04,포토,306.3,1000.7,102.36,0.498,123.2,1
2024-04-25 10:00,LOT-0537,EQ-04,세정,305.0,1014.5,103.22,0.508,117.1,1
2024-04-25 13:00,LOT-0562,EQ-04,산화,308.6,1021.4,105.49,0.505,121.0,-1
2024-04-25 15:00,LOT-0008,EQ-02,식각,303.4,1019.1,102.37,0.616,118.9,-1
2024-04-25 18:00,LOT-0030,EQ-03,포토,305.7,1005.0,104.31,0.441,122.0,1
2024-04-25 19:00,LOT-0107,EQ-01,포토,307.5,1005.0,103.51,0.53,120.2,1
2024-04-25 21:00,LOT-0117,EQ-03,산화,305.0,1010.2,101.11,0.446,114.2,1
2024-04-26 02:00,LOT-0344,EQ-02,세정,308.5,1005.3,103.35,0.711,123.3,1
2024-04-26 04:00,LOT-0410,EQ-03,포토,301.2,1007.6,100.84,0.398,119.5,1
2024-04-26 09:00,LOT-0379,EQ-03,증착,305.8,1003.7,104.32,0.459,121.9,1
2024-04-26 13:00,LOT-0070,EQ-03,포토,304.8,993.6,102.52,0.596,120.1,1
2024-04-26 15:00,LOT-0429,EQ-01,식각,308.2,1015.5,101.91,0.405,121.2,1
2024-04-27 02:00,LOT-0544,EQ-03,포토,305.4,1022.8,101.3,0.5,129.5,1
2024-04-27 04:00,LOT-0399,EQ-04,식각,306.3,1008.6,103.88,0.489,112.5,1
2024-04-27 18:00,LOT-0282,EQ-03,산화,309.9,1003.1,102.49,0.521,118.5,1
2024-04-27 21:00,LOT-0308,EQ-03,증착,302.7,1018.5,101.47,0.574,115.9,1
